checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type
011,18,034,042,1049.0,061,072,4.0,092,0101,4.0,0122,21.0,0143,0151,1.0,0173,1,0191,0201,1
011,48,032,041,10297.0,061,074,4.0,093,0101,4.0,0124,39.0,0142,0153,3.0,0173,2,0192,0201,2
014,30,032,043,1867.0,065,075,4.0,093,0101,4.0,0123,58.0,0143,0152,1.0,0173,1,0192,0201,1
011,12,033,040,1344.0,061,073,4.0,093,0101,2.0,0121,43.0,0143,0152,2.0,0172,2,0191,0201,1
011,24,032,042,1747.0,061,072,4.0,093,0102,1.0,0122,24.0,0143,0152,1.0,0172,1,0191,0202,1
012,9,032,043,1670.0,061,072,4.0,092,0101,2.0,0123,22.0,0143,0152,1.0,0173,1,0192,0201,2
014,9,034,040,1224.0,061,073,3.0,093,0101,1.0,0121,30.0,0143,0152,2.0,0173,1,0191,0201,1
014,12,034,043,522.0,063,075,4.0,093,0101,4.0,0122,42.0,0143,0152,2.0,0173,2,0192,0201,1
011,12,032,043,1498.0,061,073,4.0,092,0101,1.0,0123,23.0,0141,0152,1.0,0173,1,0191,0201,1
012,30,033,043,1919.0,062,072,4.0,093,0101,3.0,0124,30.0,0142,0152,2.0,0174,1,0191,0201,2
013,9,032,043,745.0,061,073,3.0,092,0101,2.0,0121,28.0,0143,0152,1.0,0172,1,0191,0201,2
012,6,032,043,2063.0,061,072,4.0,094,0101,3.0,0123,30.0,0143,0151,1.0,0174,1,0192,0201,1
012,60,032,046,6288.0,061,073,4.0,093,0101,4.0,0124,42.0,0143,0153,1.0,0173,1,0191,0201,2
014,24,034,041,6842.0,065,073,2.0,093,0101,4.0,0122,46.0,0143,0152,2.0,0174,2,0192,0201,1
014,12,032,040,3527.0,065,072,2.0,093,0101,3.0,0122,45.0,0143,0152,1.0,0174,2,0192,0201,1
014,10,032,040,1546.0,061,073,3.0,093,0101,2.0,0121,31.0,0143,0152,1.0,0172,2,0191,0202,1
014,24,032,042,929.0,065,074,4.0,093,0101,2.0,0123,31.0,0142,0152,1.0,0173,1,0192,0201,1
014,4,034,040,1455.0,061,074,2.0,093,0101,1.0,0121,42.0,0143,0152,3.0,0172,2,0191,0201,1
011,15,032,042,1845.0,061,072,4.0,092,0103,1.0,0122,46.0,0143,0151,1.0,0173,1,0191,0201,1
012,48,030,040,8358.0,063,072,1.0,092,0101,1.0,0123,30.0,0143,0152,2.0,0173,1,0191,0201,1
011,24,031,042,3349.0,063,072,4.0,093,0101,4.0,0124,30.0,0143,0153,1.0,0173,2,0192,0201,2
014,12,032,040,2859.0,065,071,4.0,093,0101,4.0,0124,38.0,0143,0152,1.0,0174,1,0192,0201,1
014,18,032,042,1533.0,061,072,4.0,094,0102,1.0,0122,43.0,0143,0152,1.0,0172,2,0191,0201,2
014,24,032,043,3621.0,062,075,2.0,093,0101,4.0,0123,31.0,0143,0152,2.0,0173,1,0191,0201,2
012,18,034,049,3590.0,061,071,3.0,094,0101,3.0,0123,40.0,0143,0152,3.0,0171,2,0192,0201,1
011,36,033,049,2145.0,061,074,2.0,093,0101,1.0,0123,24.0,0143,0152,2.0,0173,1,0192,0201,2
012,24,032,041,4113.0,063,072,3.0,092,0101,4.0,0123,28.0,0143,0151,1.0,0173,1,0191,0201,2
014,36,032,042,10974.0,061,071,4.0,092,0101,2.0,0123,26.0,0143,0152,2.0,0174,1,0192,0201,2
011,12,032,040,1893.0,061,073,4.0,092,0103,4.0,0122,29.0,0143,0152,1.0,0173,1,0192,0201,1
011,24,034,043,1231.0,064,075,4.0,092,0101,4.0,0122,57.0,0143,0151,2.0,0174,1,0192,0201,1
013,30,034,043,3656.0,065,075,4.0,093,0101,4.0,0122,49.0,0142,0152,2.0,0172,1,0191,0201,1
012,9,034,043,1154.0,061,075,2.0,093,0101,4.0,0121,37.0,0143,0152,3.0,0172,1,0191,0201,1
011,28,032,040,4006.0,061,073,3.0,093,0101,2.0,0123,45.0,0143,0152,1.0,0172,1,0191,0201,2
012,24,032,042,3069.0,062,075,4.0,093,0101,4.0,0124,30.0,0143,0153,1.0,0173,1,0191,0201,1
014,6,034,043,1740.0,061,075,2.0,094,0101,2.0,0121,30.0,0143,0151,2.0,0173,1,0191,0201,1
012,21,033,040,2353.0,061,073,1.0,091,0101,4.0,0122,47.0,0143,0152,2.0,0173,1,0191,0201,1
014,15,032,040,3556.0,065,073,3.0,093,0101,2.0,0124,29.0,0143,0152,1.0,0173,1,0191,0201,1
014,24,032,043,2397.0,063,075,3.0,093,0101,2.0,0123,35.0,0141,0152,2.0,0173,1,0192,0201,2
012,6,032,045,454.0,061,072,3.0,094,0101,1.0,0122,22.0,0143,0152,1.0,0172,1,0191,0201,1
012,30,032,043,1715.0,065,073,4.0,092,0101,1.0,0123,26.0,0143,0152,1.0,0173,1,0191,0201,1
012,27,034,043,2520.0,063,073,4.0,093,0101,2.0,0122,23.0,0143,0152,2.0,0172,1,0191,0201,2
014,15,032,043,3568.0,061,075,4.0,092,0101,2.0,0123,54.0,0141,0151,1.0,0174,1,0192,0201,1
014,42,032,043,7166.0,065,074,2.0,094,0101,4.0,0122,29.0,0143,0151,1.0,0173,1,0192,0201,1
011,11,034,040,3939.0,061,073,1.0,093,0101,2.0,0121,40.0,0143,0152,2.0,0172,2,0191,0201,1
012,15,032,045,1514.0,062,073,4.0,093,0103,2.0,0121,22.0,0143,0152,1.0,0173,1,0191,0201,1
014,24,032,040,7393.0,061,073,1.0,093,0101,4.0,0122,43.0,0143,0152,1.0,0172,2,0191,0201,1
011,24,031,040,1193.0,061,071,1.0,092,0102,4.0,0124,29.0,0143,0151,2.0,0171,1,0191,0201,2
011,60,032,049,7297.0,061,075,4.0,093,0102,4.0,0124,36.0,0143,0151,1.0,0173,1,0191,0201,2
014,30,034,043,2831.0,061,073,4.0,092,0101,2.0,0123,33.0,0143,0152,1.0,0173,1,0192,0201,1
013,24,032,043,1258.0,063,073,3.0,092,0101,3.0,0123,57.0,0143,0152,1.0,0172,1,0191,0201,1
012,6,032,043,753.0,061,073,2.0,092,0103,3.0,0121,64.0,0143,0152,1.0,0173,1,0191,0201,1
012,18,033,049,2427.0,065,075,4.0,093,0101,2.0,0122,42.0,0143,0152,2.0,0173,1,0191,0201,1
014,24,033,040,2538.0,061,075,4.0,093,0101,4.0,0123,47.0,0143,0152,2.0,0172,2,0191,0201,2
012,15,031,040,1264.0,062,073,2.0,094,0101,2.0,0122,25.0,0143,0151,1.0,0173,1,0191,0201,2
012,30,034,042,8386.0,061,074,2.0,093,0101,2.0,0122,49.0,0143,0152,1.0,0173,1,0191,0201,2
014,48,032,049,4844.0,061,071,3.0,093,0101,2.0,0123,33.0,0141,0151,1.0,0174,1,0192,0201,2
013,21,032,040,2923.0,062,073,1.0,092,0101,1.0,0123,28.0,0141,0152,1.0,0174,1,0192,0201,1
011,36,032,041,8229.0,061,073,2.0,093,0101,2.0,0122,26.0,0143,0152,1.0,0173,2,0191,0201,2
014,24,034,042,2028.0,061,074,2.0,093,0101,2.0,0122,30.0,0143,0152,2.0,0172,1,0191,0201,1
011,15,034,042,1433.0,061,073,4.0,092,0101,3.0,0122,25.0,0143,0151,2.0,0173,1,0191,0201,1
013,42,030,049,6289.0,061,072,2.0,091,0101,1.0,0122,33.0,0143,0152,2.0,0173,1,0191,0201,1
014,13,032,043,1409.0,062,071,2.0,092,0101,4.0,0121,64.0,0143,0152,1.0,0173,1,0191,0201,1
011,24,032,041,6579.0,061,071,4.0,093,0101,2.0,0124,29.0,0143,0153,1.0,0174,1,0192,0201,1
012,24,034,043,1743.0,061,075,4.0,093,0101,2.0,0122,48.0,0143,0152,2.0,0172,1,0191,0201,1
014,12,034,046,3565.0,065,072,2.0,093,0101,1.0,0122,37.0,0143,0152,2.0,0172,2,0191,0201,1
014,15,031,043,1569.0,062,075,4.0,093,0101,4.0,0123,34.0,0141,0152,1.0,0172,2,0191,0201,1
011,18,032,043,1936.0,065,074,2.0,094,0101,4.0,0123,23.0,0143,0151,2.0,0172,1,0191,0201,1
011,36,032,042,3959.0,061,071,4.0,093,0101,3.0,0122,30.0,0143,0152,1.0,0174,1,0192,0201,1
014,12,032,040,2390.0,065,075,4.0,093,0101,3.0,0123,50.0,0143,0152,1.0,0173,1,0192,0201,1
014,12,032,042,1736.0,061,074,3.0,092,0101,4.0,0121,31.0,0143,0152,1.0,0172,1,0191,0201,1
011,30,032,041,3857.0,061,073,4.0,091,0101,4.0,0122,40.0,0143,0152,1.0,0174,1,0192,0201,1
014,12,032,043,804.0,061,075,4.0,093,0101,4.0,0123,38.0,0143,0152,1.0,0173,1,0191,0201,1
011,45,032,043,1845.0,061,073,4.0,093,0101,4.0,0124,23.0,0143,0153,1.0,0173,1,0192,0201,2
012,45,034,041,4576.0,062,071,3.0,093,0101,4.0,0123,27.0,0143,0152,1.0,0173,1,0191,0201,1
